file_name,time_of_event,time_of_alert,light_conditions,weather,scene,time_to_accident
01041.mp4,,,Normal,Cloudy,Sub-urban,
02011.mp4,,,Normal,Cloudy,Sub-urban,
01791.mp4,,,Normal,Clear,Sub-urban,
01193.mp4,,,Normal,Clear,Rural,
01609.mp4,,,Normal,Clear,Sub-urban,
02049.mp4,,,Dark,Clear,Sub-urban,
01190.mp4,,,Normal,Clear,Urban,
01698.mp4,,,Normal,Cloudy,Highway,
02000.mp4,,,Normal,Rain,Urban,
01607.mp4,,,Normal,Clear,Urban,
01801.mp4,,,Normal,Clear,Sub-urban,
01800.mp4,,,Normal,Clear,Urban,
01341.mp4,,,Normal,Clear,Sub-urban,
01268.mp4,,,Dark,Clear,Highway,
01496.mp4,,,Normal,Cloudy,Other,
01394.mp4,,,Normal,Clear,Urban,
01138.mp4,,,Normal,Clear,Urban,
01942.mp4,,,Dark,Clear,Sub-urban,
01292.mp4,,,Normal,Clear,Highway,
02139.mp4,,,Normal,Clear,Sub-urban,
01600.mp4,,,Normal,Rain,Sub-urban,
01313.mp4,,,Normal,Clear,Urban,
01988.mp4,,,Dark,Clear,Sub-urban,
01679.mp4,,,Normal,Clear,Highway,
01135.mp4,,,Twilight,Clear,Highway,
01321.mp4,,,Normal,Clear,Urban,
02052.mp4,,,Normal,Clear,Sub-urban,
01817.mp4,,,Normal,Clear,Sub-urban,
01219.mp4,,,Normal,Clear,Highway,
02121.mp4,,,Normal,Clear,Sub-urban,
01798.mp4,,,Normal,Clear,Urban,
01601.mp4,,,Normal,Clear,Urban,
01657.mp4,,,Twilight,Clear,Urban,
01289.mp4,,,Normal,Cloudy,Urban,
01953.mp4,,,Normal,Cloudy,Highway,
01647.mp4,,,Normal,Cloudy,Highway,
01084.mp4,,,Normal,Clear,Highway,
01928.mp4,,,Dark,Clear,Highway,
01444.mp4,,,Normal,Clear,Urban,
01570.mp4,,,Normal,Cloudy,Highway,
01578.mp4,,,Normal,Cloudy,Highway,
01631.mp4,,,Normal,Cloudy,Highway,
01765.mp4,,,Normal,Clear,Sub-urban,
01812.mp4,,,Normal,Clear,Urban,
01893.mp4,,,Normal,Rain,Urban,
01726.mp4,,,Normal,Clear,Sub-urban,
01526.mp4,,,Normal,Clear,Urban,
01187.mp4,,,Normal,Cloudy,Urban,
01596.mp4,,,Normal,Cloudy,Sub-urban,
01278.mp4,,,Normal,Clear,Sub-urban,
02089.mp4,,,Normal,Clear,Highway,
01708.mp4,,,Normal,Clear,Urban,
01465.mp4,,,Twilight,Clear,Urban,
01544.mp4,,,Normal,Clear,Sub-urban,
01761.mp4,,,Normal,Clear,Highway,
01070.mp4,,,Normal,Cloudy,Sub-urban,
01414.mp4,,,Normal,Cloudy,Sub-urban,
02039.mp4,,,Normal,Clear,Urban,
02046.mp4,,,Normal,Cloudy,Urban,
01671.mp4,,,Normal,Clear,Urban,
01255.mp4,,,Normal,Clear,Urban,
01963.mp4,,,Normal,Clear,Highway,
01484.mp4,,,Normal,Cloudy,Highway,
01724.mp4,,,Twilight,Cloudy,Highway,
01824.mp4,,,Normal,Cloudy,Highway,
01849.mp4,,,Normal,Clear,Urban,
01538.mp4,,,Normal,Clear,Sub-urban,
01420.mp4,,,Normal,Clear,Highway,
01256.mp4,,,Normal,Clear,Sub-urban,
01649.mp4,,,Normal,Cloudy,Urban,
01839.mp4,,,Normal,Clear,Urban,
01122.mp4,,,Normal,Clear,Urban,
01737.mp4,,,Normal,Clear,Highway,
01390.mp4,,,Normal,Rain,Urban,
01249.mp4,,,Normal,Rain,Highway,
01368.mp4,,,Normal,Clear,Highway,
01871.mp4,,,Normal,Cloudy,Highway,
01687.mp4,,,Normal,Cloudy,Sub-urban,
01294.mp4,,,Normal,Clear,Urban,
01987.mp4,,,Normal,Cloudy,Sub-urban,
01996.mp4,,,Normal,Cloudy,Highway,
01588.mp4,,,Normal,Clear,Sub-urban,
01752.mp4,,,Normal,Clear,Urban,
02016.mp4,,,Normal,Clear,Urban,
01437.mp4,,,Normal,Cloudy,Urban,
01723.mp4,,,Normal,Clear,Rural,
01281.mp4,,,Normal,Clear,Highway,
01696.mp4,,,Normal,Clear,Highway,
01950.mp4,,,Normal,Clear,Urban,
01426.mp4,,,Normal,Cloudy,Sub-urban,
01912.mp4,,,Normal,Cloudy,Other,
01767.mp4,,,Normal,Clear,Urban,
01793.mp4,,,Normal,Cloudy,Urban,
01224.mp4,,,Normal,Clear,Sub-urban,
02040.mp4,,,Normal,Clear,Highway,
01713.mp4,,,Normal,Clear,Highway,
02118.mp4,,,Normal,Clear,Highway,
01640.mp4,,,Twilight,Clear,Highway,
01112.mp4,,,Normal,Clear,Urban,
02105.mp4,,,Normal,Clear,Urban,
01159.mp4,,,Normal,Clear,Sub-urban,
01994.mp4,,,Normal,Clear,Highway,
01324.mp4,,,Normal,Cloudy,Urban,
01887.mp4,,,Normal,Clear,Urban,
01167.mp4,,,Normal,Cloudy,Urban,
02133.mp4,,,Normal,Cloudy,Highway,
01383.mp4,,,Normal,Clear,Highway,
02071.mp4,,,Normal,Clear,Urban,
01870.mp4,,,Normal,Clear,Urban,
02055.mp4,,,Normal,Cloudy,Sub-urban,
02130.mp4,,,Twilight,Clear,Urban,
01090.mp4,,,Twilight,Cloudy,Urban,
01299.mp4,,,Normal,Clear,Sub-urban,
01404.mp4,,,Normal,Clear,Sub-urban,
01574.mp4,,,Normal,Clear,Sub-urban,
01395.mp4,,,Normal,Clear,Urban,
01681.mp4,,,Twilight,Clear,Urban,
01108.mp4,,,Normal,Cloudy,Highway,
01811.mp4,,,Twilight,Clear,Sub-urban,
01693.mp4,,,Normal,Rain,Urban,
01627.mp4,,,Normal,Clear,Sub-urban,
01098.mp4,,,Normal,Clear,Highway,
01448.mp4,,,Twilight,Cloudy,Sub-urban,
01865.mp4,,,Normal,Cloudy,Highway,
01374.mp4,,,Normal,Clear,Highway,
01539.mp4,,,Normal,Clear,Highway,
01541.mp4,,,Normal,Clear,Urban,
02115.mp4,,,Normal,Clear,Highway,
01969.mp4,,,Normal,Clear,Highway,
01810.mp4,,,Normal,Clear,Urban,
01242.mp4,,,Normal,Cloudy,Sub-urban,
01983.mp4,,,Normal,Clear,Urban,
01100.mp4,,,Normal,Cloudy,Sub-urban,
01900.mp4,,,Twilight,Cloudy,Urban,
01603.mp4,,,Normal,Cloudy,Urban,
01740.mp4,,,Normal,Clear,Sub-urban,
01517.mp4,,,Twilight,Clear,Highway,
02033.mp4,,,Normal,Clear,Urban,
01339.mp4,,,Normal,Cloudy,Sub-urban,
01298.mp4,,,Normal,Clear,Sub-urban,
01259.mp4,,,Dark,Clear,Highway,
01629.mp4,,,Normal,Clear,Highway,
02069.mp4,,,Normal,Clear,Sub-urban,
01441.mp4,,,Normal,Clear,Urban,
02114.mp4,,,Normal,Clear,Sub-urban,
01908.mp4,,,Normal,Cloudy,Urban,
02095.mp4,,,Normal,Clear,Urban,
01896.mp4,,,Normal,Clear,Sub-urban,
02075.mp4,,,Normal,Clear,Sub-urban,
01823.mp4,,,Normal,Cloudy,Sub-urban,
01413.mp4,,,Normal,Clear,Urban,
01669.mp4,,,Normal,Cloudy,Sub-urban,
01364.mp4,,,Normal,Clear,Sub-urban,
01558.mp4,,,Normal,Cloudy,Highway,
01235.mp4,,,Normal,Clear,Urban,
01874.mp4,,,Normal,Clear,Highway,
01754.mp4,,,Normal,Clear,Urban,
01461.mp4,,,Normal,Clear,Urban,
01710.mp4,,,Normal,Clear,Urban,
01577.mp4,,,Normal,Clear,Highway,
01081.mp4,,,Normal,Cloudy,Urban,
01326.mp4,,,Normal,Clear,Highway,
01136.mp4,,,Normal,Clear,Highway,
01954.mp4,,,Twilight,Clear,Sub-urban,
01218.mp4,,,Normal,Rain,Urban,
01115.mp4,,,Normal,Clear,Urban,
01114.mp4,,,Twilight,Clear,Highway,
01842.mp4,,,Normal,Clear,Urban,
02041.mp4,,,Normal,Clear,Sub-urban,
01605.mp4,,,Normal,Clear,Urban,
01495.mp4,,,Normal,Clear,Sub-urban,
01557.mp4,,,Normal,Cloudy,Sub-urban,
01234.mp4,,,Normal,Clear,Urban,
01097.mp4,,,Normal,Clear,Highway,
01092.mp4,,,Normal,Clear,Urban,
01583.mp4,,,Normal,Clear,Urban,
01049.mp4,,,Normal,Cloudy,Urban,
01074.mp4,,,Normal,Clear,Urban,
01611.mp4,,,Normal,Clear,Highway,
01638.mp4,,,Twilight,Clear,Sub-urban,
01393.mp4,,,Normal,Clear,Sub-urban,
01564.mp4,,,Normal,Clear,Highway,
01372.mp4,,,Normal,Cloudy,Highway,
01493.mp4,,,Normal,Cloudy,Urban,
01069.mp4,,,Normal,Clear,Sub-urban,
02079.mp4,,,Normal,Clear,Urban,
01722.mp4,,,Twilight,Rain,Urban,
01848.mp4,,,Normal,Clear,Urban,
01756.mp4,,,Normal,Clear,Sub-urban,
01279.mp4,,,Normal,Clear,Sub-urban,
01521.mp4,,,Normal,Clear,Urban,
01890.mp4,,,Normal,Clear,Highway,
02004.mp4,,,Dark,Clear,Highway,
01323.mp4,,,Dark,Clear,Highway,
01377.mp4,,,Normal,Cloudy,Urban,
01400.mp4,,,Twilight,Cloudy,Urban,
02006.mp4,,,Twilight,Clear,Sub-urban,
02042.mp4,,,Normal,Clear,Urban,
01858.mp4,,,Normal,Clear,Urban,
01781.mp4,,,Normal,Cloudy,Highway,
02031.mp4,,,Normal,Cloudy,Urban,
01546.mp4,,,Normal,Clear,Urban,
01528.mp4,,,Normal,Cloudy,Highway,
01343.mp4,,,Normal,Cloudy,Urban,
01386.mp4,,,Normal,Clear,Urban,
02070.mp4,,,Normal,Cloudy,Urban,
01979.mp4,,,Normal,Clear,Urban,
01132.mp4,,,Normal,Cloudy,Urban,
01176.mp4,,,Normal,Clear,Urban,
01750.mp4,,,Normal,Clear,Highway,
02028.mp4,,,Normal,Clear,Sub-urban,
02003.mp4,,,Normal,Clear,Urban,
01655.mp4,,,Normal,Rain,Sub-urban,
01815.mp4,,,Normal,Clear,Urban,
01121.mp4,,,Dark,Clear,Sub-urban,
01147.mp4,,,Normal,Clear,Urban,
01263.mp4,,,Normal,Clear,Highway,
01415.mp4,,,Normal,Cloudy,Sub-urban,
01939.mp4,,,Normal,Clear,Highway,
02007.mp4,,,Normal,Cloudy,Sub-urban,
01536.mp4,,,Normal,Clear,Rural,
01975.mp4,,,Normal,Clear,Sub-urban,
01222.mp4,,,Normal,Rain,Urban,
01211.mp4,,,Normal,Clear,Highway,
01599.mp4,,,Normal,Cloudy,Urban,
01230.mp4,,,Normal,Clear,Sub-urban,
01566.mp4,,,Normal,Rain,Urban,
01361.mp4,,,Normal,Cloudy,Rural,
02111.mp4,,,Normal,Clear,Urban,
02002.mp4,,,Normal,Cloudy,Highway,
01529.mp4,,,Normal,Cloudy,Sub-urban,
01853.mp4,,,Normal,Clear,Urban,
01172.mp4,,,Normal,Clear,Rural,
02097.mp4,,,Normal,Cloudy,Sub-urban,
01072.mp4,,,Normal,Clear,Highway,
01272.mp4,,,Normal,Cloudy,Sub-urban,
01819.mp4,,,Normal,Clear,Highway,
01073.mp4,,,Normal,Cloudy,Sub-urban,
01806.mp4,,,Normal,Cloudy,Sub-urban,
01881.mp4,,,Twilight,Cloudy,Urban,
01977.mp4,,,Normal,Clear,Sub-urban,
01191.mp4,,,Normal,Clear,Urban,
01654.mp4,,,Twilight,Clear,Highway,
01725.mp4,,,Normal,Clear,Urban,
01678.mp4,,,Normal,Clear,Urban,
01660.mp4,,,Normal,Cloudy,Highway,
01913.mp4,,,Twilight,Clear,Sub-urban,
01733.mp4,,,Normal,Cloudy,Highway,
01530.mp4,,,Twilight,Clear,Sub-urban,
01439.mp4,,,Normal,Cloudy,Sub-urban,
01265.mp4,,,Normal,Clear,Urban,
01533.mp4,,,Normal,Clear,Highway,
01705.mp4,,,Dark,Clear,Sub-urban,
01042.mp4,,,Normal,Clear,Highway,
01778.mp4,,,Normal,Clear,Urban,
01423.mp4,,,Normal,Cloudy,Sub-urban,
02108.mp4,,,Normal,Clear,Urban,
01045.mp4,,,Normal,Clear,Highway,
01604.mp4,,,Normal,Clear,Sub-urban,
01206.mp4,,,Normal,Rain,Urban,
01616.mp4,,,Normal,Cloudy,Urban,
01487.mp4,,,Normal,Clear,Sub-urban,
01768.mp4,,,Normal,Clear,Urban,
01388.mp4,,,Normal,Clear,Highway,
01287.mp4,,,Normal,Cloudy,Sub-urban,
01477.mp4,,,Normal,Clear,Urban,
01951.mp4,,,Normal,Cloudy,Highway,
02072.mp4,,,Dark,Clear,Highway,
01617.mp4,,,Normal,Clear,Urban,
01944.mp4,,,Normal,Rain,Urban,
01971.mp4,,,Normal,Clear,Sub-urban,
01165.mp4,,,Normal,Clear,Highway,
01328.mp4,,,Normal,Clear,Urban,
01397.mp4,,,Normal,Clear,Urban,
01840.mp4,,,Normal,Cloudy,Sub-urban,
01311.mp4,,,Normal,Clear,Urban,
01506.mp4,,,Normal,Cloudy,Sub-urban,
01195.mp4,,,Normal,Cloudy,Sub-urban,
01683.mp4,,,Dark,Clear,Sub-urban,
02019.mp4,,,Normal,Cloudy,Industrial,
01634.mp4,,,Dark,Clear,Sub-urban,
01144.mp4,,,Normal,Clear,Industrial,
01807.mp4,,,Twilight,Clear,Urban,
01102.mp4,,,Normal,Clear,Other,
01290.mp4,,,Normal,Cloudy,Highway,
01058.mp4,,,Normal,Clear,Urban,
01525.mp4,,,Twilight,Cloudy,Urban,
01805.mp4,,,Normal,Clear,Highway,
01563.mp4,,,Normal,Clear,Sub-urban,
01071.mp4,,,Normal,Cloudy,Highway,
01606.mp4,,,Normal,Clear,Rural,
01901.mp4,,,Normal,Cloudy,Highway,
01926.mp4,,,Normal,Cloudy,Industrial,
01656.mp4,,,Normal,Clear,Highway,
01970.mp4,,,Normal,Cloudy,Sub-urban,
01488.mp4,,,Normal,Clear,Sub-urban,
01697.mp4,,,Normal,Cloudy,Sub-urban,
01741.mp4,,,Normal,Cloudy,Highway,
01910.mp4,,,Normal,Cloudy,Urban,
01916.mp4,,,Normal,Cloudy,Urban,
01238.mp4,,,Normal,Clear,Urban,
01350.mp4,,,Normal,Clear,Urban,
01843.mp4,,,Normal,Cloudy,Urban,
01131.mp4,,,Normal,Clear,Sub-urban,
01494.mp4,,,Normal,Cloudy,Urban,
01771.mp4,,,Normal,Cloudy,Urban,
01501.mp4,,,Normal,Cloudy,Urban,
01507.mp4,,,Normal,Cloudy,Sub-urban,
02092.mp4,,,Normal,Clear,Sub-urban,
01673.mp4,,,Normal,Cloudy,Sub-urban,
01822.mp4,,,Normal,Cloudy,Sub-urban,
01966.mp4,,,Normal,Clear,Highway,
01079.mp4,,,Normal,Cloudy,Highway,
01491.mp4,,,Normal,Cloudy,Highway,
01584.mp4,,,Normal,Cloudy,Urban,
01384.mp4,,,Normal,Clear,Highway,
01921.mp4,,,Normal,Clear,Urban,
01269.mp4,,,Normal,Clear,Highway,
01463.mp4,,,Normal,Cloudy,Highway,
01772.mp4,,,Normal,Cloudy,Highway,
02102.mp4,,,Twilight,Cloudy,Urban,
01489.mp4,,,Normal,Clear,Sub-urban,
01109.mp4,,,Normal,Clear,Highway,
01293.mp4,,,Normal,Clear,Urban,
01661.mp4,,,Normal,Cloudy,Highway,
01229.mp4,,,Normal,Clear,Other,
01695.mp4,,,Normal,Clear,Sub-urban,
01508.mp4,,,Normal,Clear,Urban,
01639.mp4,,,Dark,Clear,Highway,
01894.mp4,,,Normal,Cloudy,Sub-urban,
01060.mp4,,,Normal,Cloudy,Sub-urban,
01680.mp4,,,Normal,Clear,Urban,
01476.mp4,,,Normal,Cloudy,Highway,
01590.mp4,,,Normal,Clear,Urban,
01470.mp4,,,Normal,Clear,Sub-urban,
01130.mp4,,,Normal,Clear,Urban,
01232.mp4,,,Normal,Cloudy,Highway,
01964.mp4,,,Normal,Clear,Sub-urban,
02018.mp4,,,Normal,Clear,Sub-urban,
02060.mp4,,,Normal,Clear,Sub-urban,
01922.mp4,,,Normal,Clear,Urban,
01537.mp4,,,Normal,Clear,Urban,
01742.mp4,,,Normal,Cloudy,Highway,
01747.mp4,,,Normal,Clear,Sub-urban,
01085.mp4,,,Normal,Clear,Highway,
02126.mp4,,,Normal,Cloudy,Highway,
01066.mp4,,,Normal,Cloudy,Sub-urban,
02027.mp4,,,Normal,Clear,Sub-urban,
01227.mp4,,,Twilight,Clear,Urban,
01960.mp4,,,Normal,Cloudy,Highway,
01067.mp4,,,Normal,Rain,Urban,
01360.mp4,,,Normal,Cloudy,Urban,
01568.mp4,,,Normal,Clear,Highway,
01348.mp4,,,Normal,Clear,Urban,
01736.mp4,,,Normal,Clear,Sub-urban,
01213.mp4,,,Twilight,Clear,Industrial,
02132.mp4,,,Normal,Clear,Urban,
01078.mp4,,,Normal,Clear,Urban,
01980.mp4,,,Normal,Cloudy,Highway,
01258.mp4,,,Normal,Cloudy,Sub-urban,
01399.mp4,,,Normal,Clear,Highway,
01844.mp4,,,Normal,Cloudy,Urban,
01225.mp4,,,Normal,Cloudy,Highway,
01704.mp4,,,Normal,Clear,Urban,
01952.mp4,,,Normal,Cloudy,Highway,
01482.mp4,,,Twilight,Clear,Sub-urban,
01991.mp4,,,Normal,Cloudy,Sub-urban,
01780.mp4,,,Normal,Clear,Urban,
01355.mp4,,,Normal,Cloudy,Urban,
01845.mp4,,,Normal,Clear,Sub-urban,
01707.mp4,,,Normal,Clear,Sub-urban,
01949.mp4,,,Normal,Clear,Sub-urban,
02119.mp4,,,Normal,Cloudy,Sub-urban,
01446.mp4,,,Normal,Clear,Urban,
01379.mp4,,,Normal,Clear,Sub-urban,
01210.mp4,,,Normal,Cloudy,Rural,
01662.mp4,,,Normal,Clear,Highway,
01917.mp4,,,Normal,Cloudy,Urban,
01492.mp4,,,Normal,Cloudy,Urban,
01739.mp4,,,Normal,Clear,Sub-urban,
01632.mp4,,,Normal,Clear,Sub-urban,
02080.mp4,,,Normal,Cloudy,Highway,
01214.mp4,,,Normal,Clear,Urban,
01572.mp4,,,Normal,Cloudy,Urban,
01421.mp4,,,Normal,Cloudy,Urban,
01317.mp4,,,Normal,Clear,Sub-urban,
01763.mp4,,,Normal,Cloudy,Urban,
01433.mp4,,,Normal,Clear,Sub-urban,
01266.mp4,,,Normal,Clear,Urban,
01985.mp4,,,Dark,Clear,Sub-urban,
02053.mp4,,,Normal,Cloudy,Other,
02066.mp4,,,Normal,Cloudy,Urban,
01773.mp4,,,Normal,Clear,Urban,
01716.mp4,,,Normal,Clear,Highway,
01860.mp4,,,Normal,Clear,Highway,
01785.mp4,,,Twilight,Cloudy,Urban,
01888.mp4,,,Twilight,Cloudy,Highway,
02059.mp4,,,Normal,Rain,Urban,
01344.mp4,,,Normal,Clear,Urban,
01500.mp4,,,Normal,Clear,Highway,
02085.mp4,,,Normal,Cloudy,Highway,
02035.mp4,,,Normal,Clear,Urban,
01623.mp4,,,Normal,Clear,Rural,
01088.mp4,,,Twilight,Clear,Sub-urban,
01240.mp4,,,Normal,Clear,Highway,
01408.mp4,,,Dark,Clear,Highway,
01770.mp4,,,Normal,Clear,Urban,
01504.mp4,,,Normal,Clear,Urban,
01061.mp4,,,Normal,Cloudy,Urban,
01270.mp4,,,Normal,Cloudy,Highway,
01277.mp4,,,Normal,Cloudy,Urban,
01141.mp4,,,Dark,Clear,Highway,
01748.mp4,,,Normal,Cloudy,Sub-urban,
01254.mp4,,,Normal,Clear,Sub-urban,
01986.mp4,,,Normal,Clear,Urban,
01548.mp4,,,Normal,Clear,Highway,
02054.mp4,,,Normal,Cloudy,Highway,
01527.mp4,,,Normal,Clear,Urban,
01357.mp4,,,Normal,Clear,Urban,
01690.mp4,,,Normal,Clear,Highway,
02012.mp4,,,Normal,Cloudy,Urban,
01760.mp4,,,Normal,Clear,Highway,
01766.mp4,,,Normal,Clear,Urban,
01207.mp4,,,Normal,Clear,Highway,
01435.mp4,,,Normal,Clear,Sub-urban,
01260.mp4,,,Dark,Clear,Highway,
01140.mp4,,,Normal,Cloudy,Urban,
01134.mp4,,,Normal,Cloudy,Urban,
01990.mp4,,,Normal,Cloudy,Highway,
01586.mp4,,,Normal,Clear,Highway,
01666.mp4,,,Normal,Clear,Urban,
01453.mp4,,,Normal,Cloudy,Industrial,
02088.mp4,,,Normal,Clear,Highway,
01332.mp4,,,Normal,Clear,Urban,
01941.mp4,,,Normal,Clear,Highway,
01282.mp4,,,Normal,Clear,Highway,
01694.mp4,,,Normal,Clear,Urban,
02124.mp4,,,Normal,Clear,Highway,
01875.mp4,,,Normal,Cloudy,Sub-urban,
01706.mp4,,,Normal,Clear,Urban,
01170.mp4,,,Normal,Cloudy,Highway,
01880.mp4,,,Normal,Clear,Sub-urban,
01729.mp4,,,Normal,Clear,Urban,
01795.mp4,,,Normal,Cloudy,Urban,
02064.mp4,,,Normal,Cloudy,Urban,
01096.mp4,,,Normal,Cloudy,Urban,
01380.mp4,,,Normal,Cloudy,Highway,
01434.mp4,,,Normal,Cloudy,Urban,
01664.mp4,,,Normal,Clear,Urban,
01948.mp4,,,Normal,Clear,Sub-urban,
01288.mp4,,,Normal,Cloudy,Sub-urban,
01976.mp4,,,Normal,Clear,Urban,
01792.mp4,,,Normal,Clear,Sub-urban,
01608.mp4,,,Normal,Clear,Rural,
01503.mp4,,,Normal,Cloudy,Sub-urban,
02074.mp4,,,Normal,Clear,Urban,
01396.mp4,,,Normal,Cloudy,Urban,
01645.mp4,,,Normal,Clear,Sub-urban,
02096.mp4,,,Normal,Cloudy,Urban,
02045.mp4,,,Normal,Clear,Urban,
01542.mp4,,,Normal,Cloudy,Urban,
01319.mp4,,,Normal,Cloudy,Highway,
01735.mp4,,,Normal,Clear,Highway,
02136.mp4,,,Normal,Clear,Urban,
01054.mp4,,,Normal,Clear,Sub-urban,
01828.mp4,,,Normal,Clear,Sub-urban,
01417.mp4,,,Normal,Clear,Urban,
02017.mp4,,,Normal,Clear,Highway,
02104.mp4,,,Normal,Clear,Highway,
01510.mp4,,,Normal,Cloudy,Rural,
01753.mp4,,,Normal,Cloudy,Urban,
01630.mp4,,,Normal,Clear,Highway,
01116.mp4,,,Bright,Clear,Urban,
02087.mp4,,,Normal,Clear,Urban,
01532.mp4,,,Normal,Clear,Urban,
01043.mp4,,,Normal,Clear,Sub-urban,
01643.mp4,,,Normal,Cloudy,Urban,
01178.mp4,,,Normal,Cloudy,Sub-urban,
01612.mp4,,,Normal,Clear,Urban,
01182.mp4,,,Dark,Clear,Highway,
01306.mp4,,,Normal,Clear,Industrial,
01878.mp4,,,Dark,Clear,Rural,
02051.mp4,,,Normal,Clear,Urban,
01485.mp4,,,Normal,Cloudy,Sub-urban,
01866.mp4,,,Normal,Clear,Highway,
02062.mp4,,,Normal,Clear,Highway,
01582.mp4,,,Normal,Clear,Highway,
01315.mp4,,,Normal,Clear,Highway,
01702.mp4,,,Normal,Cloudy,Urban,
01550.mp4,,,Normal,Clear,Highway,
01128.mp4,,,Normal,Clear,Urban,
01903.mp4,,,Normal,Clear,Highway,
01333.mp4,,,Normal,Clear,Urban,
01621.mp4,,,Normal,Cloudy,Urban,
01285.mp4,,,Normal,Cloudy,Sub-urban,
02135.mp4,,,Normal,Cloudy,Urban,
02024.mp4,,,Normal,,Other,
01935.mp4,,,Normal,Clear,Highway,
02044.mp4,,,Normal,Clear,Industrial,
01934.mp4,,,Normal,Clear,Highway,
01625.mp4,,,Normal,Clear,Highway,
01882.mp4,,,Normal,Cloudy,Sub-urban,
02034.mp4,,,Normal,Clear,Other,
01146.mp4,,,Dark,Clear,Highway,
01473.mp4,,,Normal,Cloudy,Sub-urban,
01545.mp4,,,Normal,Clear,Urban,
01295.mp4,,,Normal,Clear,Urban,
01456.mp4,,,Normal,Clear,Highway,
01967.mp4,,,Normal,Clear,Urban,
02099.mp4,,,Normal,Cloudy,Sub-urban,
01598.mp4,,,Normal,Cloudy,Urban,
01354.mp4,,,Normal,Clear,Highway,
01933.mp4,,,Normal,Clear,Sub-urban,
01118.mp4,,,Normal,Cloudy,Industrial,
01262.mp4,,,Normal,Clear,Highway,
01194.mp4,,,Normal,Cloudy,Highway,
01835.mp4,,,Normal,Clear,Highway,
01411.mp4,,,Normal,Cloudy,Sub-urban,
01968.mp4,,,Bright,Clear,Highway,
01929.mp4,,,Normal,Clear,Urban,
01879.mp4,,,Normal,Clear,Urban,
01362.mp4,,,Normal,Cloudy,Sub-urban,
01142.mp4,,,Normal,Clear,Highway,
