file_name,time_of_event,time_of_alert,light_conditions,weather,scene,time_to_accident
00029.mp4,19.933,19.1,Normal,Clear,Highway,
00960.mp4,19.237,17.898,Normal,Cloudy,Urban,
00980.mp4,19.667,18.667,Normal,Cloudy,Highway,
00148.mp4,19.233,17.3,Normal,Cloudy,Urban,
00301.mp4,20.02,19.119,Normal,Cloudy,Urban,
00702.mp4,20.745,17.641,Normal,Clear,Highway,
00819.mp4,19.52,15.449,Normal,Clear,Highway,
00459.mp4,10.524,9.991,Normal,Cloudy,Highway,
00529.mp4,19.805,18.629,Normal,Clear,Urban,
00425.mp4,19.231,17.811,Normal,Cloudy,Urban,
00006.mp4,19.233,17.133,Normal,Cloudy,Urban,
00617.mp4,19.661,18.453,Dark,Clear,Highway,
00705.mp4,21.86,19.867,Normal,Rain,Other,
00083.mp4,10.697,8.398,Normal,Cloudy,Highway,
00032.mp4,19.533,19.233,Normal,Clear,Urban,
00861.mp4,20.9,19.367,Normal,Clear,Sub-urban,
00723.mp4,20.267,18.733,Normal,Clear,Urban,
00851.mp4,19.92,19.019,Normal,Cloudy,Highway,
00370.mp4,22.267,21.5,Normal,Rain,Urban,
00355.mp4,18.6,17.8,Normal,Clear,Sub-urban,
00375.mp4,17.671,16.364,Normal,Clear,Other,
00437.mp4,20.167,19.0,Normal,Clear,Urban,
00477.mp4,20.0,18.833,Normal,Clear,Urban,
00077.mp4,19.964,17.645,Normal,Cloudy,Highway,
00068.mp4,19.9,16.733,Normal,Cloudy,Urban,
00986.mp4,20.533,20.133,Normal,Clear,Urban,
00587.mp4,20.733,19.533,Normal,Clear,Highway,
01037.mp4,20.55,18.048,Normal,Clear,Urban,
00109.mp4,20.133,16.167,Normal,Cloudy,Highway,
00498.mp4,19.448,17.9,Normal,Clear,Urban,
00312.mp4,21.8,19.774,Normal,Clear,Urban,
00673.mp4,19.167,17.333,Normal,Clear,Sub-urban,
00440.mp4,18.933,17.567,Normal,Clear,Urban,
00614.mp4,21.733,19.3,Normal,Cloudy,Urban,
00963.mp4,20.487,18.852,Normal,Clear,Highway,
00450.mp4,20.285,18.946,Normal,Clear,Urban,
00435.mp4,20.7,19.5,Normal,Clear,Urban,
00201.mp4,18.386,18.021,Normal,Clear,Urban,
00441.mp4,9.096,6.131,Normal,Cloudy,Highway,
00300.mp4,10.064,8.464,Normal,Clear,Highway,
00847.mp4,19.667,15.812,Normal,Cloudy,Urban,
00901.mp4,18.933,17.667,Normal,Cloudy,Sub-urban,
00651.mp4,19.666,18.297,Normal,Clear,Urban,
00056.mp4,19.4,18.9,Normal,Clear,Urban,
00604.mp4,19.806,18.611,Normal,Cloudy,Urban,
00164.mp4,10.226,9.093,Normal,Clear,Highway,
00423.mp4,19.1,19.067,Normal,Cloudy,Urban,
00410.mp4,20.9,20.067,Normal,Cloudy,Highway,
00998.mp4,20.078,19.19,Normal,Clear,Highway,
00190.mp4,18.867,15.867,Normal,Cloudy,Highway,
00223.mp4,20.3,19.333,Normal,Rain,Urban,
00284.mp4,19.802,18.658,Normal,Cloudy,Urban,
00373.mp4,20.71,19.29,Twilight,Cloudy,Urban,
00260.mp4,20.567,18.533,Twilight,Cloudy,Urban,
00037.mp4,20.533,19.633,Normal,Clear,Urban,
00340.mp4,18.032,15.871,Normal,Clear,Urban,
00890.mp4,19.15,16.414,Normal,Cloudy,Urban,
00371.mp4,20.095,19.341,Normal,Clear,Urban,
00434.mp4,9.532,8.099,Normal,Cloudy,Sub-urban,
00206.mp4,20.733,17.467,Normal,Cloudy,Urban,
00665.mp4,19.86,18.125,Twilight,Clear,Urban,
00401.mp4,21.85,21.167,Normal,Clear,Urban,
00885.mp4,20.449,18.26,Normal,Rain,Urban,
00985.mp4,25.667,23.767,Normal,Clear,Sub-urban,
00635.mp4,20.167,19.833,Normal,Clear,Urban,
00099.mp4,17.006,15.959,Normal,Clear,Urban,
00123.mp4,19.467,18.133,Normal,Rain,Urban,
00771.mp4,19.398,17.928,Normal,Cloudy,Urban,
00455.mp4,18.653,17.281,Normal,Clear,Urban,
00677.mp4,20.1,18.967,Normal,Rain,Urban,
00810.mp4,20.44,18.22,Normal,Rain,Highway,
00181.mp4,20.049,17.934,Normal,Clear,Highway,
00547.mp4,19.967,17.8,Normal,Clear,Urban,
00695.mp4,20.767,17.667,Normal,Clear,Urban,
00079.mp4,20.3,19.3,Normal,Clear,Urban,
00334.mp4,19.083,18.4,Normal,Cloudy,Highway,
00751.mp4,20.333,19.1,Normal,Cloudy,Sub-urban,
00430.mp4,19.381,18.51,Normal,Cloudy,Urban,
00461.mp4,10.1,8.0,Dark,Cloudy,Highway,
00940.mp4,19.962,18.492,Normal,Clear,Urban,
00381.mp4,18.352,17.384,Normal,Clear,Urban,
00460.mp4,20.047,18.38,Normal,Clear,Urban,
00090.mp4,19.267,18.333,Normal,Cloudy,Urban,
00645.mp4,20.833,18.867,Normal,Cloudy,Sub-urban,
00132.mp4,20.167,19.267,Normal,Clear,Urban,
01036.mp4,21.769,19.499,Normal,Rain,Urban,
00605.mp4,19.405,17.968,Normal,Clear,Sub-urban,
00040.mp4,18.433,17.4,Normal,Cloudy,Urban,
00719.mp4,20.9,17.767,Normal,Clear,Urban,
00813.mp4,20.7,18.433,Normal,Clear,Urban,
00295.mp4,19.133,18.167,Normal,Cloudy,Urban,
00773.mp4,20.1,18.967,Twilight,Clear,Highway,
00656.mp4,20.6,19.233,Twilight,Clear,Urban,
00589.mp4,19.667,18.799,Normal,Clear,Highway,
00588.mp4,19.3,17.5,Dark,Clear,Highway,
00540.mp4,20.747,20.158,Normal,Clear,Urban,
00557.mp4,20.533,19.133,Twilight,Clear,Urban,
00704.mp4,18.394,17.456,Normal,Clear,Urban,
00563.mp4,19.379,17.297,Normal,Clear,Urban,
01000.mp4,17.937,17.152,Normal,Cloudy,Rural,
00949.mp4,20.153,17.474,Normal,Clear,Urban,
00179.mp4,20.0,18.967,Normal,Cloudy,Urban,
00591.mp4,20.194,19.212,Normal,Clear,Urban,
00755.mp4,19.033,18.233,Normal,Clear,Highway,
00932.mp4,20.033,15.933,Normal,Clear,Urban,
00021.mp4,20.033,18.767,Normal,Clear,Urban,
00727.mp4,21.6,19.3,Normal,Cloudy,Highway,
00263.mp4,20.05,19.333,Normal,Rain,Urban,
00921.mp4,20.521,18.785,Normal,Clear,Sub-urban,
00833.mp4,9.492,8.226,Normal,Cloudy,Highway,
00066.mp4,21.722,20.787,Normal,Rain,Urban,
00431.mp4,21.783,20.4,Normal,Clear,Highway,
00152.mp4,20.091,18.621,Normal,Cloudy,Urban,
00577.mp4,22.064,20.789,Normal,Clear,Urban,
00845.mp4,21.4,20.1,Normal,Clear,Urban,
00776.mp4,19.818,18.089,Twilight,Clear,Urban,
00520.mp4,21.352,19.85,Normal,Cloudy,Urban,
00761.mp4,18.8,17.633,Normal,Cloudy,Sub-urban,
00590.mp4,20.321,18.622,Normal,Clear,Urban,
00802.mp4,21.336,20.323,Normal,Cloudy,Urban,
00666.mp4,21.633,20.1,Normal,Clear,Highway,
00791.mp4,19.8,18.667,Normal,Clear,Urban,
00699.mp4,19.0,17.667,Normal,Clear,Urban,
00868.mp4,19.004,17.398,Normal,Clear,Urban,
00005.mp4,20.874,20.809,Normal,Rain,Urban,
00004.mp4,19.367,19.167,Normal,Cloudy,Urban,
00877.mp4,20.167,18.6,Twilight,Clear,Highway,
00319.mp4,20.067,19.533,Normal,Clear,Urban,
00668.mp4,19.767,18.233,Normal,Clear,Highway,
00209.mp4,18.533,17.2,Normal,Clear,Urban,
00111.mp4,19.783,18.167,Normal,Cloudy,Urban,
00202.mp4,19.633,18.167,Normal,Rain,Urban,
00506.mp4,19.343,17.97,Normal,Clear,Highway,
00354.mp4,19.85,18.133,Normal,Clear,Urban,
00730.mp4,19.576,18.303,Normal,Clear,Sub-urban,
00731.mp4,20.433,19.367,Normal,Clear,Highway,
00961.mp4,19.6,18.533,Normal,Clear,Urban,
00601.mp4,18.533,17.233,Normal,Clear,Urban,
00255.mp4,20.733,19.967,Normal,Clear,Urban,
00031.mp4,19.1,17.733,Normal,Clear,Urban,
00683.mp4,20.912,19.474,Normal,Cloudy,Urban,
00936.mp4,19.167,17.633,Dark,Clear,Highway,
00598.mp4,19.2,18.167,Normal,Cloudy,Sub-urban,
00343.mp4,18.826,15.689,Normal,Cloudy,Urban,
00318.mp4,20.09,19.035,Normal,Clear,Urban,
00671.mp4,10.159,7.694,Twilight,Clear,Highway,
00175.mp4,19.052,17.851,Normal,Clear,Urban,
00955.mp4,19.533,16.9,Normal,Clear,Sub-urban,
00834.mp4,19.604,17.607,Normal,Cloudy,Highway,
00603.mp4,18.821,17.841,Normal,Clear,Urban,
00240.mp4,19.492,18.546,Normal,Cloudy,Urban,
00388.mp4,18.32,16.651,Normal,Clear,Other,
00843.mp4,19.308,18.186,Normal,Clear,Urban,
00887.mp4,19.967,19.167,Normal,Cloudy,Highway,
01019.mp4,18.982,17.25,Normal,Rain,Urban,
00722.mp4,20.533,17.267,Normal,Clear,Urban,
00904.mp4,19.209,18.523,Normal,Cloudy,Highway,
00785.mp4,19.933,18.533,Normal,Cloudy,Urban,
00014.mp4,19.067,18.4,Normal,Cloudy,Sub-urban,
00593.mp4,19.333,17.667,Normal,Rain,Urban,
00869.mp4,19.833,18.267,Normal,Clear,Urban,
00015.mp4,19.7,17.667,Normal,Clear,Highway,
00621.mp4,25.7,22.133,Normal,Cloudy,Urban,
00049.mp4,19.399,18.264,Normal,Cloudy,Urban,
01003.mp4,20.509,17.962,Normal,Clear,Highway,
00167.mp4,20.0,18.233,Normal,Rain,Urban,
00669.mp4,20.232,18.14,Normal,Clear,Sub-urban,
00117.mp4,19.133,18.967,Normal,Clear,Highway,
00690.mp4,21.133,17.033,Twilight,Cloudy,Sub-urban,
00494.mp4,19.796,18.849,Normal,Clear,Urban,
00857.mp4,20.878,18.591,Normal,Clear,Urban,
00599.mp4,20.967,19.5,Normal,Cloudy,Highway,
00235.mp4,9.177,7.228,Normal,Clear,Other,
00369.mp4,20.167,17.7,Normal,Clear,Urban,
00057.mp4,20.317,19.133,Normal,Cloudy,Urban,
00071.mp4,19.833,18.933,Normal,,Urban,
00026.mp4,9.796,6.997,Normal,Cloudy,Highway,
00729.mp4,19.132,17.859,Normal,Cloudy,Highway,
00897.mp4,19.7,16.667,Normal,Clear,Urban,
00856.mp4,9.831,7.465,Normal,Clear,Highway,
00607.mp4,18.805,14.608,Normal,Clear,Sub-urban,
00947.mp4,19.733,18.567,Twilight,Clear,Highway,
00902.mp4,20.367,18.8,Twilight,Cloudy,Urban,
00622.mp4,10.828,9.562,Normal,Cloudy,Sub-urban,
00854.mp4,19.432,18.263,Normal,Clear,Highway,
00643.mp4,20.501,19.032,Normal,Clear,Urban,
00013.mp4,20.567,18.6,Normal,Cloudy,Sub-urban,
00562.mp4,20.633,18.933,Normal,Cloudy,Urban,
00976.mp4,19.887,18.352,Normal,Clear,Sub-urban,
00298.mp4,20.641,19.073,Normal,Rain,Urban,
01013.mp4,19.3,18.833,Normal,Clear,Urban,
00881.mp4,17.235,16.876,Normal,Clear,Highway,
00131.mp4,19.581,18.645,Normal,Cloudy,Other,
00469.mp4,18.489,17.471,Bright,Clear,Highway,
00214.mp4,21.157,20.341,Normal,Cloudy,Urban,
00831.mp4,18.25,17.367,Normal,Clear,Urban,
00173.mp4,9.263,6.397,Normal,Cloudy,Urban,
00124.mp4,20.733,20.0,Normal,Clear,Urban,
00543.mp4,19.867,18.333,Normal,Clear,Highway,
00108.mp4,19.3,18.233,Dark,Clear,Urban,
00777.mp4,20.515,17.871,Twilight,Cloudy,Highway,
01035.mp4,20.293,17.352,Normal,Clear,Urban,
00882.mp4,19.316,16.747,Normal,Rain,Urban,
00745.mp4,19.833,18.933,Normal,Clear,Highway,
00664.mp4,20.833,19.433,Normal,Clear,Urban,
00216.mp4,18.267,16.767,Normal,Cloudy,Urban,
00158.mp4,22.867,20.733,Normal,Clear,Urban,
00889.mp4,21.833,19.1,Normal,Cloudy,Urban,
00151.mp4,20.32,18.252,Normal,Clear,Urban,
00586.mp4,20.179,17.699,Dark,Rain,Highway,
00189.mp4,20.335,18.098,Twilight,Cloudy,Urban,
00155.mp4,19.221,17.31,Normal,Clear,Urban,
00694.mp4,18.8,16.6,Normal,Clear,Urban,
00638.mp4,17.573,14.601,Normal,Cloudy,Sub-urban,
00891.mp4,19.233,17.7,Normal,Clear,Urban,
00226.mp4,19.433,18.333,Normal,Cloudy,Urban,
00965.mp4,21.198,21.068,Normal,Clear,Urban,
00667.mp4,18.033,17.067,Twilight,Clear,Urban,
00991.mp4,19.3,18.367,Normal,Clear,Urban,
00538.mp4,19.883,18.7,Normal,Clear,Urban,
00330.mp4,20.433,19.567,Normal,Cloudy,Urban,
00763.mp4,19.3,17.633,Dark,Rain,Urban,
00105.mp4,20.1,19.267,Normal,Clear,Urban,
01011.mp4,19.866,17.961,Normal,Clear,Urban,
00320.mp4,20.6,18.733,Normal,Clear,Urban,
00141.mp4,20.619,19.835,Normal,Clear,Highway,
00783.mp4,21.265,20.35,Twilight,Clear,Urban,
00630.mp4,19.926,16.104,Normal,Clear,Urban,
00709.mp4,20.333,18.8,Twilight,Cloudy,Urban,
00931.mp4,19.633,17.6,Normal,Clear,Urban,
00682.mp4,19.7,18.533,Normal,Clear,Highway,
00184.mp4,21.633,21.5,Normal,Rain,Urban,
00580.mp4,20.9,19.533,Normal,Clear,Urban,
00044.mp4,20.1,19.333,Normal,Rain,Urban,
00910.mp4,19.067,17.533,Normal,Clear,Highway,
00978.mp4,20.219,16.496,Normal,Clear,Sub-urban,
00225.mp4,21.05,19.667,Normal,Rain,Other,
00913.mp4,18.967,17.067,Normal,Clear,Urban,
00928.mp4,19.5,17.667,Normal,Clear,Highway,
00639.mp4,19.953,17.951,Twilight,Cloudy,Sub-urban,
00873.mp4,19.861,17.983,Normal,Clear,Urban,
00310.mp4,20.963,20.106,Normal,Cloudy,Urban,
00061.mp4,18.833,16.733,Normal,Clear,Urban,
00995.mp4,20.033,18.767,Normal,Clear,Urban,
00937.mp4,20.167,18.3,Twilight,Clear,Sub-urban,
00528.mp4,56.8,55.467,Normal,Clear,Industrial,
00943.mp4,15.689,14.284,Normal,Clear,Sub-urban,
00618.mp4,20.167,18.867,Normal,Cloudy,Urban,
00493.mp4,19.433,17.433,Normal,Clear,Urban,
00602.mp4,18.933,16.033,Normal,Clear,Urban,
00149.mp4,21.433,19.033,Normal,Cloudy,Urban,
00324.mp4,20.05,19.167,Normal,Clear,Urban,
00688.mp4,19.306,16.192,Normal,Clear,Urban,
00237.mp4,19.267,15.167,Normal,Clear,Highway,
00064.mp4,8.167,7.567,Dark,Clear,Highway,
00488.mp4,23.6,19.833,Normal,Clear,Other,
00380.mp4,19.433,18.967,Normal,Clear,Urban,
00387.mp4,16.847,15.159,Normal,Clear,Highway,
00657.mp4,11.299,9.332,Normal,Cloudy,Urban,
00144.mp4,20.233,18.3,Normal,Clear,Urban,
00670.mp4,21.852,20.507,Normal,Clear,Urban,
00467.mp4,19.6,19.433,Normal,Rain,Urban,
00289.mp4,20.5,19.167,Normal,Clear,Urban,
00697.mp4,18.933,18.7,Normal,Cloudy,Urban,
00967.mp4,9.362,7.629,Normal,Clear,Sub-urban,
00110.mp4,19.164,16.087,Normal,Clear,Urban,
00019.mp4,19.896,19.341,Bright,Clear,Urban,
00022.mp4,19.433,18.267,Normal,Cloudy,Highway,
00898.mp4,19.7,18.498,Normal,Clear,Urban,
00417.mp4,10.058,9.059,Normal,Clear,Highway,
00270.mp4,20.333,18.667,Normal,Cloudy,Urban,
00251.mp4,18.682,18.306,Normal,Clear,Urban,
00918.mp4,20.381,19.903,Normal,Clear,Urban,
00970.mp4,19.902,17.026,Normal,Cloudy,Highway,
01024.mp4,20.667,17.633,Bright,Clear,Highway,
00143.mp4,20.074,18.929,Normal,Cloudy,Sub-urban,
00742.mp4,20.168,19.431,Dark,Clear,Urban,
00016.mp4,19.771,17.861,Normal,Cloudy,Urban,
00036.mp4,22.174,21.412,Normal,Clear,Urban,
00503.mp4,19.4,16.033,Normal,Cloudy,Urban,
00084.mp4,20.354,18.46,Normal,Rain,Urban,
00046.mp4,19.933,17.7,Normal,Cloudy,Urban,
00762.mp4,20.4,18.3,Twilight,Cloudy,Urban,
00102.mp4,18.067,16.833,Normal,Cloudy,Sub-urban,
00254.mp4,18.533,17.2,Normal,Clear,Urban,
00122.mp4,20.217,19.448,Normal,Clear,Urban,
00376.mp4,19.993,19.144,Normal,Clear,Urban,
01031.mp4,9.633,9.067,Normal,Cloudy,Industrial,
00411.mp4,17.3,16.7,Dark,Clear,Urban,
00405.mp4,20.033,17.295,Normal,Clear,Urban,
00166.mp4,19.816,18.407,Normal,Clear,Urban,
00642.mp4,18.721,17.865,Normal,Clear,Urban,
00707.mp4,20.764,18.589,Normal,Clear,Urban,
00308.mp4,19.802,16.572,Normal,Clear,Urban,
00135.mp4,19.3,19.067,Normal,Clear,Urban,
00691.mp4,19.933,18.867,Normal,Rain,Urban,
00085.mp4,18.967,18.567,Normal,Clear,Urban,
00059.mp4,18.933,18.6,Normal,Cloudy,Urban,
00217.mp4,19.9,18.967,Bright,Clear,Urban,
00644.mp4,20.909,18.981,Normal,Clear,Urban,
00418.mp4,20.033,18.4,Twilight,Clear,Urban,
00584.mp4,20.233,15.767,Normal,Cloudy,Highway,
00082.mp4,20.167,17.433,Normal,Cloudy,Urban,
00823.mp4,36.4,34.9,Dark,Clear,Sub-urban,
00983.mp4,13.778,10.075,Normal,Clear,Highway,
00754.mp4,20.2,18.3,Normal,Cloudy,Urban,
00820.mp4,20.1,17.9,Twilight,Cloudy,Urban,
00703.mp4,20.733,19.033,Normal,Clear,Highway,
00133.mp4,19.903,18.276,Normal,Cloudy,Urban,
00282.mp4,19.367,17.9,Normal,Clear,Urban,
00194.mp4,20.329,17.29,Normal,Cloudy,Highway,
01039.mp4,19.967,19.267,Normal,Clear,Sub-urban,
00395.mp4,20.028,19.601,Normal,Cloudy,Urban,
00180.mp4,20.8,19.833,Normal,Cloudy,Urban,
00909.mp4,21.302,18.998,Normal,Clear,Urban,
00769.mp4,20.433,18.7,Twilight,Clear,Urban,
00594.mp4,19.282,18.269,Normal,Clear,Urban,
00784.mp4,18.5,17.367,Normal,Clear,Other,
00827.mp4,20.3,19.133,Normal,Cloudy,Urban,
00828.mp4,20.167,19.0,Normal,Cloudy,Urban,
00570.mp4,19.767,17.567,Normal,Clear,Urban,
00715.mp4,19.572,16.894,Normal,Cloudy,Other,
00195.mp4,19.933,19.3,Normal,Clear,Urban,
00565.mp4,19.867,18.8,Normal,Clear,Sub-urban,
00429.mp4,20.133,20.033,Normal,Clear,Urban,
00496.mp4,19.22,17.817,Normal,Cloudy,Urban,
00968.mp4,21.567,19.133,Normal,Rain,Urban,
00331.mp4,19.511,18.008,Normal,Clear,Other,
00661.mp4,20.4,17.1,Normal,Cloudy,Highway,
00063.mp4,19.55,17.8,Normal,Cloudy,Urban,
00546.mp4,20.267,18.567,Normal,Clear,Urban,
00078.mp4,18.933,18.0,Normal,Cloudy,Urban,
00735.mp4,20.2,19.5,Normal,Cloudy,Highway,
00269.mp4,19.768,18.755,Normal,Cloudy,Urban,
00294.mp4,19.6,16.533,Normal,Clear,Urban,
00997.mp4,21.432,17.684,Normal,Clear,Urban,
00838.mp4,9.192,5.762,Normal,Clear,Highway,
00658.mp4,19.247,18.846,Normal,Cloudy,Highway,
00138.mp4,19.6,17.7,Normal,Clear,Highway,
00608.mp4,19.914,16.892,Normal,Cloudy,Urban,
00023.mp4,19.9,18.967,Normal,Cloudy,Urban,
00224.mp4,19.367,17.633,Normal,Clear,Urban,
00160.mp4,19.833,17.567,Normal,Rain,Urban,
00626.mp4,19.867,18.333,Normal,Clear,Urban,
00244.mp4,19.387,18.258,Normal,Cloudy,Urban,
00623.mp4,20.058,19.568,Twilight,Clear,Highway,
00444.mp4,19.25,16.433,Normal,Cloudy,Urban,
00393.mp4,20.0,18.0,Normal,Clear,Highway,
00872.mp4,19.467,18.533,Normal,Cloudy,Highway,
00443.mp4,19.0,16.968,Normal,Clear,Urban,
00000.mp4,20.76,19.136,Normal,Clear,Urban,
00349.mp4,20.152,18.159,Normal,Cloudy,Urban,
00466.mp4,19.033,17.6,Normal,Clear,Urban,
00283.mp4,9.896,8.763,Dark,Clear,Highway,
00449.mp4,20.547,19.598,Normal,Cloudy,Urban,
00517.mp4,12.849,11.177,Normal,Cloudy,Urban,
00740.mp4,21.233,18.533,Normal,Clear,Sub-urban,
00640.mp4,20.432,17.657,Normal,Clear,Highway,
00911.mp4,19.122,18.162,Normal,Clear,Other,
00522.mp4,19.825,16.526,Normal,Clear,Urban,
00958.mp4,19.081,17.611,Normal,Clear,Urban,
00747.mp4,19.667,17.8,Normal,Clear,Highway,
00252.mp4,18.95,17.333,Normal,Cloudy,Urban,
00366.mp4,19.967,17.433,Normal,Clear,Urban,
00177.mp4,19.667,19.067,Normal,Clear,Urban,
00361.mp4,19.852,18.312,Normal,Cloudy,Urban,
00060.mp4,19.859,17.279,Normal,Rain,Urban,
00407.mp4,20.717,18.833,Normal,Clear,Highway,
00966.mp4,19.728,16.11,Normal,Clear,Highway,
00567.mp4,18.323,17.174,Normal,Cloudy,Highway,
00737.mp4,20.5,19.667,Normal,Clear,Urban,
00228.mp4,20.096,19.017,Normal,Cloudy,Urban,
00573.mp4,10.124,8.293,Normal,Rain,Highway,
00895.mp4,20.586,18.887,Normal,Clear,Urban,
00774.mp4,20.4,19.4,Normal,Clear,Sub-urban,
00678.mp4,10.167,7.6,Normal,Clear,Highway,
00824.mp4,20.521,18.082,Normal,Clear,Urban,
00345.mp4,19.467,17.933,Normal,Clear,Sub-urban,
00818.mp4,19.133,17.867,Normal,Clear,Urban,
00866.mp4,20.767,18.2,Normal,Clear,Urban,
00788.mp4,19.53,18.387,Normal,Clear,Sub-urban,
00556.mp4,20.888,19.019,Normal,Clear,Sub-urban,
00875.mp4,21.051,19.346,Normal,Cloudy,Sub-urban,
00317.mp4,7.333,5.533,Dark,Clear,Highway,
00915.mp4,10.659,8.76,Normal,Clear,Highway,
00106.mp4,18.1,16.9,Normal,Clear,Urban,
00675.mp4,19.2,18.5,Twilight,Clear,Sub-urban,
00714.mp4,19.465,18.194,Normal,Cloudy,Urban,
00392.mp4,20.09,19.379,Normal,Clear,Urban,
00846.mp4,19.231,16.946,Normal,Clear,Highway,
00527.mp4,20.6,17.8,Normal,Clear,Highway,
00130.mp4,19.6,18.0,Normal,Clear,Urban,
00512.mp4,18.915,16.912,Normal,Clear,Urban,
00957.mp4,19.719,18.67,Bright,Clear,Urban,
00836.mp4,19.016,17.415,Normal,Cloudy,Urban,
00329.mp4,19.233,17.833,Normal,Cloudy,Urban,
00906.mp4,18.933,18.033,Normal,Clear,Urban,
00805.mp4,19.335,17.702,Normal,Clear,Sub-urban,
00453.mp4,20.15,18.419,Normal,Cloudy,Highway,
00926.mp4,20.8,19.4,Normal,Rain,Urban,
00692.mp4,20.416,17.639,Normal,Clear,Highway,
00125.mp4,20.624,19.873,Normal,Cloudy,Urban,
00097.mp4,19.949,19.916,Normal,Clear,Urban,
00247.mp4,18.912,16.495,Normal,Cloudy,Highway,
00398.mp4,19.7,17.733,Normal,Rain,Urban,
00655.mp4,22.18,20.998,Normal,Clear,Urban,
00018.mp4,20.683,20.367,Normal,Cloudy,Urban,
00344.mp4,19.947,17.462,Normal,Clear,Highway,
00990.mp4,19.836,19.019,Normal,Clear,Highway,
00917.mp4,21.667,18.133,Normal,Clear,Highway,
00568.mp4,19.6,18.367,Normal,Clear,Urban,
00311.mp4,18.714,14.533,Twilight,Cloudy,Urban,
00739.mp4,19.308,16.825,Normal,Clear,Highway,
00039.mp4,19.067,17.6,Normal,Clear,Urban,
00865.mp4,19.167,18.667,Normal,Clear,Urban,
00427.mp4,18.56,17.241,Normal,Clear,Urban,
01002.mp4,20.085,19.047,Twilight,Cloudy,Highway,
00636.mp4,18.757,17.091,Normal,Clear,Highway,
00416.mp4,20.34,19.459,Normal,Cloudy,Urban,
00539.mp4,19.488,18.411,Normal,Cloudy,Urban,
00809.mp4,20.067,17.9,Normal,Clear,Urban,
00830.mp4,19.665,19.109,Normal,Cloudy,Urban,
00832.mp4,20.0,19.0,Normal,Clear,Highway,
00863.mp4,19.395,16.997,Normal,Cloudy,Urban,
00483.mp4,19.783,18.7,Normal,Clear,Urban,
