id,target,Usage,group
01188,0,Private,0
01868,0,Private,0
00721,1,Private,0
01055,0,Private,0
00052,1,Private,0
00752,1,Private,0
00359,1,Private,0
00241,1,Private,0
01978,0,Private,0
00365,1,Private,0
01093,0,Private,0
00134,1,Private,0
01847,0,Private,0
01226,0,Private,0
01015,1,Private,0
01027,1,Private,0
01451,0,Private,0
01087,0,Private,0
00536,1,Private,0
02056,0,Private,0
00871,1,Private,0
00446,1,Private,0
00790,1,Private,0
00919,1,Private,0
00033,1,Private,0
00576,1,Private,0
00509,1,Private,0
01082,0,Private,0
00412,1,Private,0
01001,1,Private,0
00489,1,Private,0
00001,1,Private,0
01553,0,Private,0
01430,0,Private,0
01776,0,Private,0
01515,0,Private,0
01124,0,Private,0
01803,0,Private,0
01999,0,Private,0
01626,0,Private,0
01909,0,Private,0
01759,0,Private,0
00844,1,Private,0
00367,1,Private,0
00465,1,Private,0
00140,1,Private,0
00314,1,Private,0
01547,0,Private,0
01183,0,Private,0
01701,0,Private,0
00470,1,Private,0
02023,0,Private,0
00249,1,Private,0
02094,0,Private,0
00718,1,Private,0
01428,0,Private,0
00034,1,Private,0
01703,0,Private,0
00248,1,Private,0
02125,0,Private,0
01818,0,Private,0
01241,0,Private,0
01830,0,Private,0
01200,0,Private,0
01104,0,Private,0
01385,0,Private,0
00679,1,Private,0
00050,1,Private,0
00011,1,Private,0
01443,0,Private,0
01026,1,Private,0
01373,0,Private,0
00139,1,Private,0
02036,0,Private,0
01199,0,Private,0
00499,1,Private,0
01337,0,Private,0
01684,0,Private,0
00306,1,Private,0
01327,0,Private,0
01757,0,Private,0
01833,0,Private,0
00582,1,Private,0
01174,0,Private,0
02030,0,Private,0
00676,1,Private,0
02112,0,Private,0
01721,0,Private,0
01064,0,Private,0
02127,0,Private,0
00934,1,Private,0
01867,0,Private,0
00811,1,Private,0
02081,0,Private,0
00662,1,Private,0
01427,0,Private,0
00442,1,Private,0
01280,0,Private,0
00069,1,Private,0
01351,0,Private,0
01014,1,Private,0
01077,0,Private,0
01587,0,Private,0
00706,1,Private,0
01091,0,Private,0
01594,0,Private,0
01892,0,Private,0
01667,0,Private,0
01641,0,Private,0
01619,0,Private,0
01718,0,Private,0
01107,0,Private,0
01336,0,Private,0
01915,0,Private,0
01730,0,Private,0
01212,0,Private,0
01057,0,Private,0
01957,0,Private,0
02397,1,Public,1
02448,1,Public,1
02479,1,Public,1
02229,1,Private,1
02424,0,Private,1
02262,0,Public,1
02315,1,Private,1
02571,1,Private,1
02385,1,Public,1
02519,1,Private,1
02345,1,Public,1
02589,1,Private,1
02344,0,Private,1
02161,0,Private,1
02475,0,Public,1
02211,0,Public,1
02471,0,Private,1
02435,0,Public,1
02580,1,Private,1
02242,1,Public,1
02167,0,Public,1
02524,0,Public,1
02506,0,Private,1
02411,0,Public,1
02347,0,Public,1
02500,1,Public,1
02152,0,Public,1
02478,0,Public,1
02150,0,Public,1
02556,1,Public,1
02267,0,Public,1
02260,1,Public,1
02590,0,Private,1
02153,0,Public,1
02549,1,Private,1
02577,0,Private,1
02461,0,Public,1
02198,0,Private,1
02377,0,Public,1
02205,0,Public,1
02353,0,Private,1
02314,0,Private,1
02180,1,Private,1
02527,1,Private,1
02277,0,Private,1
02396,1,Public,1
02162,0,Public,1
02168,0,Private,1
02222,1,Public,1
02402,1,Private,1
02189,1,Private,1
02516,0,Private,1
02199,1,Public,1
02417,0,Private,1
02574,1,Private,1
02526,1,Private,1
02223,1,Private,1
02324,1,Private,1
02160,1,Public,1
02575,1,Private,1
02597,1,Private,1
02187,0,Public,1
02404,0,Private,1
02410,1,Public,1
02390,1,Private,1
02270,1,Public,1
02451,0,Public,1
02192,0,Private,1
02287,1,Public,1
02570,0,Private,1
02418,0,Private,1
02563,1,Public,1
02358,1,Private,1
02480,1,Private,1
02457,0,Private,1
02512,1,Public,1
02483,0,Private,1
02246,0,Private,1
02238,1,Public,1
02495,1,Public,1
02273,0,Public,1
02320,0,Public,1
02373,1,Public,1
02151,1,Public,1
02285,0,Private,1
02544,0,Public,1
02367,0,Private,1
02329,0,Private,1
02531,0,Private,1
02370,1,Public,1
02362,0,Private,1
02548,1,Public,1
02449,0,Public,1
02213,1,Private,1
02170,0,Public,1
02143,0,Public,1
02545,0,Public,1
02460,0,Private,1
02235,1,Private,1
02579,1,Public,1
02454,1,Public,1
02498,0,Public,1
02398,0,Public,1
02515,0,Public,1
02384,1,Public,1
02351,0,Public,1
02440,0,Private,1
02271,1,Public,1
02458,0,Public,1
02264,1,Private,1
02452,0,Public,1
02349,1,Private,1
02327,0,Private,1
02557,1,Public,1
02553,0,Private,1
02325,1,Private,1
02145,0,Private,1
02266,1,Public,1
02174,0,Private,1
02428,1,Public,1
02387,1,Public,1
02442,1,Public,1
02203,1,Private,1
02560,0,Private,1
02326,1,Private,1
02226,0,Private,1
02305,1,Public,1
02278,0,Public,1
02392,0,Private,1
02430,1,Private,1
02537,1,Public,1
02208,0,Public,1
02429,1,Public,1
02603,0,Public,1
02249,0,Private,1
02551,0,Private,1
02368,1,Public,1
02497,0,Public,1
02156,0,Private,1
02369,1,Public,1
02322,1,Public,1
02558,1,Private,1
02299,0,Public,1
02281,1,Private,1
02380,0,Private,1
02359,0,Public,1
02140,0,Public,1
02539,0,Public,1
02286,1,Private,1
02301,0,Private,1
02601,1,Private,1
02227,1,Private,1
02528,0,Private,1
02467,0,Public,1
02407,1,Private,1
02443,0,Private,1
02259,1,Public,1
02423,1,Private,1
02232,1,Private,1
02564,0,Private,1
02400,0,Public,1
02493,0,Public,1
02177,0,Public,1
02541,0,Public,1
02263,1,Private,1
02336,1,Public,1
02216,0,Public,1
02206,1,Private,1
02343,0,Public,1
02504,1,Private,1
02310,0,Public,1
02197,0,Public,1
02375,0,Public,1
02204,1,Public,1
02341,1,Private,1
02529,1,Private,1
02510,0,Public,1
02361,0,Public,1
02415,0,Private,1
02295,1,Private,1
02535,0,Private,1
02244,1,Private,1
02395,0,Private,1
02248,0,Private,1
02364,1,Private,1
02466,0,Private,1
02251,1,Private,1
02543,1,Public,1
02441,1,Public,1
02569,1,Private,1
02550,0,Private,1
02455,0,Private,1
02355,0,Private,1
02157,0,Public,1
02459,1,Public,1
02330,1,Public,1
02586,1,Private,1
02155,1,Public,1
02489,1,Private,1
02416,0,Private,1
02581,1,Public,1
02185,1,Public,1
02196,1,Public,1
02517,0,Public,1
02595,1,Public,1
02436,0,Private,1
02190,1,Public,1
02496,1,Public,1
02582,1,Public,1
02256,0,Private,1
02141,0,Public,1
02272,0,Private,1
02481,0,Private,1
02468,1,Public,1
02399,1,Private,1
02386,0,Public,1
02420,1,Private,1
02540,0,Public,1
02477,0,Public,1
02288,0,Private,1
02303,0,Public,1
02250,0,Public,1
02405,0,Public,1
02518,1,Public,1
02290,0,Public,1
02554,1,Private,1
02403,0,Public,1
02201,0,Private,1
02209,1,Public,1
02532,0,Private,1
02169,0,Public,1
02499,1,Public,1
02352,0,Private,1
02182,0,Private,1
02194,1,Private,1
02565,0,Public,1
02247,0,Private,1
02476,1,Public,1
02434,1,Public,1
02505,1,Public,1
02214,0,Public,1
02363,0,Public,1
02433,1,Public,1
02215,0,Public,1
02316,1,Public,1
02572,0,Public,1
02307,1,Private,1
02308,0,Private,1
02179,0,Private,1
02298,1,Private,1
02513,1,Private,1
02346,0,Private,1
02291,1,Private,1
02592,0,Public,1
02218,0,Public,1
02311,1,Private,1
02171,0,Private,1
02165,0,Public,1
02584,1,Private,1
02600,1,Public,1
02350,0,Public,1
02419,1,Private,1
02488,0,Private,1
02328,1,Private,1
02154,0,Private,1
02514,0,Private,1
02221,1,Private,1
02225,0,Private,1
02365,1,Private,1
02258,0,Private,1
02234,1,Public,1
02474,1,Public,1
02438,1,Private,1
02302,0,Private,1
02217,0,Private,1
02431,0,Private,1
02191,1,Private,1
02228,1,Private,1
02183,0,Private,1
02146,1,Public,1
02555,0,Public,1
02591,0,Public,1
02240,0,Private,1
02469,1,Private,1
02576,0,Public,1
02339,0,Public,1
02547,0,Private,1
02193,0,Public,1
02542,1,Private,1
02219,1,Private,1
02176,0,Public,1
02220,0,Private,1
02312,1,Private,1
02212,1,Public,1
02144,0,Private,1
02313,0,Private,1
02562,0,Public,1
02412,1,Private,1
02522,1,Public,1
02172,0,Private,1
02501,1,Public,1
02293,0,Private,1
02158,0,Public,1
02252,1,Private,1
02333,0,Public,1
02587,0,Public,1
02494,1,Public,1
02297,1,Public,1
02265,1,Public,1
02254,0,Public,1
02490,0,Public,1
02284,0,Private,1
02163,1,Private,1
02357,0,Public,1
02184,0,Public,1
02594,1,Public,1
02426,1,Private,1
02304,1,Private,1
02421,0,Private,1
02230,0,Public,1
02282,1,Public,1
02332,1,Private,1
02538,0,Public,1
02453,0,Private,1
02598,0,Private,1
02470,1,Private,1
02566,1,Public,1
02269,1,Private,1
02275,0,Private,1
02473,1,Public,1
02389,0,Public,1
02239,0,Private,1
02142,0,Public,1
02472,1,Public,1
02534,0,Public,1
02388,0,Private,1
02292,0,Public,1
02382,0,Public,1
02283,1,Public,1
02567,1,Public,1
02394,1,Private,1
02173,0,Private,1
02366,1,Public,1
02224,1,Private,1
02243,1,Public,1
02444,0,Private,1
02317,0,Public,1
02450,0,Private,1
02437,0,Private,1
02599,1,Public,1
02596,0,Private,1
02374,1,Public,1
02279,1,Public,1
02166,1,Public,1
02568,0,Public,1
02507,0,Private,1
02280,1,Public,1
02485,0,Private,1
02356,1,Private,1
02323,0,Public,1
02585,1,Private,1
02306,1,Public,1
02164,0,Public,1
02502,1,Public,1
02342,1,Private,1
02546,0,Private,1
02413,1,Public,1
02578,1,Private,1
02372,1,Private,1
02147,1,Private,1
02337,1,Private,1
02268,1,Private,1
02588,0,Public,1
02188,0,Public,1
02465,1,Private,1
02508,1,Private,1
02318,1,Private,1
02487,1,Private,1
02456,0,Private,1
02393,0,Private,1
02525,0,Private,1
02486,1,Private,1
02289,0,Public,1
02484,0,Public,1
02319,1,Public,1
02463,0,Public,1
02348,0,Public,1
02186,1,Private,1
02520,1,Private,1
02181,1,Public,1
02379,1,Public,1
02210,0,Private,1
02207,1,Public,1
02309,0,Private,1
02602,1,Private,1
02561,1,Public,1
02406,0,Public,1
02241,1,Public,1
02202,1,Public,1
02274,1,Private,1
02427,0,Private,1
02573,0,Public,1
02340,0,Private,1
02334,1,Private,1
02195,1,Public,1
02231,1,Private,1
02159,0,Private,1
02552,1,Private,1
02354,1,Public,1
02439,1,Private,1
02236,1,Public,1
02536,1,Private,1
02149,0,Private,1
02491,0,Public,1
02446,1,Private,1
02447,0,Private,1
02331,0,Public,1
02408,1,Private,1
02523,0,Private,1
02422,0,Private,1
02376,1,Private,1
02378,1,Public,1
02409,1,Private,1
02200,1,Public,1
02401,1,Public,1
02253,1,Public,1
02445,0,Private,1
02237,0,Public,1
02335,1,Public,1
02261,0,Public,1
02391,1,Public,1
02414,1,Private,1
02148,1,Private,1
02300,1,Private,1
02509,1,Public,1
02593,1,Private,1
02276,1,Public,1
02383,1,Private,1
02371,1,Public,1
02521,1,Private,1
02294,1,Private,1
02321,0,Private,1
02492,1,Private,1
02462,1,Private,1
02381,1,Private,1
02533,1,Public,1
02482,1,Public,1
02233,1,Public,1
02559,0,Private,1
02583,0,Public,1
02338,1,Private,1
02511,1,Public,1
02360,1,Private,1
02255,0,Public,1
02178,0,Public,1
02464,0,Private,1
02257,1,Public,1
02503,0,Public,1
02175,1,Public,1
02245,0,Public,1
02425,0,Private,1
02296,0,Private,1
02432,0,Private,1
02530,0,Public,1
02648,1,Private,2
02775,0,Private,2
02742,0,Private,2
02691,1,Public,2
02913,1,Private,2
02615,1,Public,2
02821,0,Public,2
02778,0,Private,2
02772,0,Private,2
02798,0,Public,2
02649,0,Private,2
02768,0,Private,2
02683,1,Public,2
02686,1,Public,2
02796,0,Private,2
02903,1,Public,2
02734,0,Public,2
02869,1,Private,2
02790,1,Private,2
02853,0,Public,2
02803,0,Private,2
02664,0,Public,2
02781,1,Public,2
02676,1,Private,2
02640,0,Public,2
02861,1,Private,2
02622,0,Private,2
02873,1,Public,2
02697,1,Private,2
02738,0,Private,2
02878,0,Private,2
02698,0,Private,2
02608,1,Public,2
02708,1,Public,2
02687,1,Public,2
02887,1,Private,2
02694,0,Public,2
02795,0,Private,2
02907,0,Private,2
02739,1,Public,2
02885,1,Public,2
02717,1,Private,2
02614,0,Private,2
02782,1,Private,2
02624,0,Public,2
02736,1,Public,2
02834,0,Private,2
02845,1,Public,2
02773,0,Private,2
02895,1,Private,2
02646,0,Public,2
02883,0,Public,2
02713,1,Public,2
02673,1,Public,2
02837,1,Private,2
02656,1,Public,2
02660,0,Private,2
02705,1,Private,2
02667,1,Private,2
02748,1,Private,2
02637,0,Private,2
02729,0,Public,2
02731,0,Private,2
02630,0,Public,2
02706,0,Private,2
02829,0,Public,2
02675,1,Private,2
02709,1,Private,2
02730,1,Public,2
02865,0,Private,2
02852,1,Private,2
02631,0,Public,2
02611,0,Private,2
02809,1,Public,2
02619,0,Private,2
02752,0,Private,2
02902,0,Private,2
02702,1,Public,2
02881,0,Private,2
02794,1,Public,2
02725,1,Public,2
02856,1,Public,2
02900,0,Private,2
02764,1,Public,2
02696,0,Public,2
02665,0,Private,2
02886,1,Private,2
02633,0,Private,2
02859,0,Public,2
02613,1,Public,2
02700,1,Public,2
02753,0,Public,2
02681,0,Public,2
02864,1,Private,2
02693,1,Public,2
02880,1,Private,2
02668,0,Public,2
02701,0,Private,2
02670,0,Private,2
02818,1,Public,2
02690,0,Public,2
02863,0,Public,2
02644,1,Private,2
02899,1,Private,2
02777,0,Private,2
02737,0,Private,2
02847,1,Private,2
02787,1,Public,2
02639,1,Public,2
02617,0,Public,2
02659,0,Private,2
02868,1,Public,2
02716,0,Public,2
02882,0,Private,2
02727,0,Public,2
02771,1,Public,2
02844,1,Private,2
02607,0,Private,2
02741,1,Public,2
02763,0,Public,2
02745,1,Public,2
02896,1,Private,2
02915,1,Public,2
02662,0,Public,2
02784,0,Private,2
02838,1,Private,2
02808,0,Private,2
02811,0,Public,2
02618,0,Public,2
02623,0,Public,2
02776,1,Private,2
02749,1,Public,2
02688,0,Public,2
02657,1,Private,2
02750,0,Private,2
02871,0,Private,2
02905,0,Public,2
02891,1,Private,2
02872,0,Public,2
02862,0,Public,2
02797,0,Public,2
02802,0,Private,2
02635,1,Public,2
02723,1,Private,2
02632,1,Public,2
02604,1,Private,2
02680,1,Private,2
02746,1,Public,2
02756,0,Private,2
02704,0,Public,2
02766,0,Private,2
02901,0,Private,2
02647,1,Private,2
02643,0,Private,2
02751,1,Public,2
02830,1,Private,2
02801,1,Public,2
02848,0,Public,2
02743,1,Private,2
02714,0,Public,2
02762,1,Private,2
02699,0,Public,2
02707,0,Private,2
02870,1,Public,2
02904,0,Public,2
02769,1,Public,2
02726,0,Private,2
02747,1,Public,2
02780,1,Private,2
02892,0,Private,2
02813,0,Private,2
02658,1,Private,2
02759,0,Private,2
02692,1,Public,2
02767,1,Public,2
02910,0,Private,2
02679,0,Private,2
02755,0,Public,2
02610,1,Private,2
02754,1,Private,2
02765,1,Public,2
02627,1,Private,2
02732,0,Public,2
02789,0,Private,2
02827,0,Public,2
02728,0,Public,2
02805,0,Public,2
02620,1,Public,2
02609,0,Public,2
02888,1,Public,2
02812,1,Public,2
02724,0,Public,2
02695,1,Public,2
02889,1,Public,2
02822,0,Public,2
02826,0,Public,2
02849,1,Private,2
02733,0,Public,2
02807,1,Public,2
02850,1,Private,2
02898,0,Private,2
02703,1,Public,2
02638,1,Private,2
02678,1,Private,2
02792,1,Private,2
02655,1,Public,2
02628,1,Public,2
02652,0,Public,2
02783,1,Public,2
02710,0,Public,2
02831,1,Public,2
02758,1,Public,2
02779,1,Private,2
02860,0,Public,2
02854,1,Public,2
02876,1,Private,2
02685,0,Public,2
02820,1,Private,2
02912,1,Private,2
02616,1,Private,2
02634,0,Public,2
02884,0,Private,2
02836,1,Public,2
02879,0,Public,2
02666,1,Public,2
02814,1,Private,2
02720,0,Private,2
02760,1,Private,2
02832,0,Public,2
02671,1,Private,2
02866,1,Public,2
02897,1,Private,2
02663,0,Private,2
02606,0,Private,2
02721,0,Private,2
02712,1,Private,2
02674,1,Public,2
02650,1,Private,2
02682,1,Private,2
02894,0,Public,2
02715,0,Private,2
02793,1,Public,2
02828,1,Public,2
02823,0,Public,2
02672,0,Public,2
02669,1,Private,2
02799,1,Private,2
02612,1,Public,2
02874,0,Public,2
02642,1,Private,2
02909,0,Private,2
02815,0,Public,2
02816,1,Public,2
02605,0,Private,2
02788,1,Private,2
02833,1,Public,2
02661,1,Private,2
02893,0,Public,2
02654,0,Private,2
02908,1,Private,2
02817,1,Private,2
02875,1,Private,2
02877,0,Public,2
02641,0,Public,2
02846,0,Public,2
02626,1,Private,2
02689,0,Public,2
02774,0,Public,2
02684,0,Private,2
02761,0,Private,2
02851,0,Public,2
02722,1,Private,2
02825,0,Private,2
02857,0,Public,2
02841,0,Private,2
02819,0,Private,2
02629,1,Private,2
02744,1,Public,2
02839,1,Private,2
02785,0,Private,2
02914,1,Private,2
02757,0,Private,2
02843,0,Private,2
02653,0,Private,2
02824,0,Private,2
02770,0,Public,2
02719,0,Private,2
02840,1,Public,2
02677,1,Private,2
02645,0,Private,2
02651,1,Private,2
02906,0,Public,2
02842,0,Private,2
02735,0,Private,2
02835,1,Private,2
02804,1,Public,2
02800,1,Public,2
02786,1,Public,2
02636,1,Public,2
02890,1,Public,2
02855,1,Public,2
02718,0,Private,2
02867,0,Private,2
02740,0,Public,2
02806,1,Private,2
02911,1,Private,2
02711,1,Private,2
02621,0,Public,2
02858,0,Public,2
02625,0,Private,2
02791,0,Public,2
02810,1,Private,2

